file,2theta_deg,intensity_lin,FWHM_deg
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,22.12,647.4978479895295,0.3515941827106019
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,23.86,497.49065871199,0.14505766550524413
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,24.43,491.5903154625622,0.1345121634684307
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,25.94,462.1890882641318,0.23177695802081758
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,27.1,446.2095838509251,0.34425261920411004
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,28.66,428.474166067336,0.12192575235043591
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,29.18,410.7720895717494,0.13394617387048244
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,31.42,2251.5618852565867,0.33548020845923704
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,32.4,371.585176855176,0.1277918998841187
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,32.78,356.0571971232377,0.14452206458578531
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,34.75,322.0743929388642,0.13332877555006234
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,35.52,314.36061588754035,0.3915187355046601
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,36.1,301.5741055900577,0.1433099594731425
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,36.64,305.73657665903437,0.16276251783396675
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,38.77,395.81894704151097,0.32882006381505335
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,39.49,269.01328244523955,0.17154205236445477
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,41.93,237.69524615887195,0.1526618557754
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,43.68,227.79012193526964,0.19226302917512386
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,45.1,330.054855181427,0.29795193907270007
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,46.6,198.2771654135309,0.22828721645813402
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,47.33,190.960126185025,0.28619831051916206
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,47.9,184.91958973520485,0.11546723455395749
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,48.21,188.4410934946033,0.12390332173241404
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,49.11,180.78246289636868,0.16492166643543443
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,50.7,211.9096364825075,0.4351987506327896
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,54.92,154.58786008499283,0.281368000393727
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,55.93,273.4344239947655,0.36129637465160613
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,57.57,143.65563811702958,0.20314845175457322
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,57.84,144.57174501470857,0.12999148107685415
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,59.59,137.85653187315916,0.1134773230219389
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,60.06,140.05724942791556,0.20770225721295446
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,61.71,290.0994256292864,0.2656999360598911
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,62.67,148.2497329192525,0.20515253612452397
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,63.7,158.63673389996498,0.13056160705316872
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,64.66,172.65357469761102,0.12472803919854414
BTO_Mapping_Theta2Theta_09-17-2025_001_01_-15-000_-45-000.xy,69.15,66292.60658973423,0.4181233511071696
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,21.11,557.7645073553367,0.26519078761041104
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,22.1,722.5331827394466,0.3184993219441276
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,25.13,483.995557371683,0.21382821177594452
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,27.28,451.56544328211174,0.13520311706003213
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,28.53,442.437851585479,0.1403009901735038
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,28.8,430.1645456031319,0.2004655400976526
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,29.33,423.40738149721506,0.09897067227017033
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,29.97,451.77555900620456,0.4238646805894098
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,31.41,3955.635920889121,0.33808520854999186
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,32.36,399.14422131414904,0.09215888804449605
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,33.89,344.2699735207533,0.2876068754589346
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,34.83,328.91923242889345,0.21323790086944655
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,35.07,320.7083635174846,0.14881240303739332
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,36.47,303.6710055573672,0.2581372521811568
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,37.05,303.45203628636364,0.25096736590433466
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,38.74,843.2480653808309,0.33548260454797174
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,39.47,275.1129660019574,0.16729013044811608
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,40.06,269.64932788492575,0.2701778341389309
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,41.89,244.54543805164724,0.16754188788946978
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,42.62,237.47269859430835,0.12189249986608502
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,45.15,383.30421837201135,0.3248633096341746
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,46.38,209.09493494605772,0.363903425955682
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,47.64,192.69851912389385,0.25273343935224146
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,48.38,184.48557371689822,0.11476409531827812
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,48.99,185.38515854854256,0.23187123947403962
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,49.68,179.66539032363255,0.14187500980165169
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,50.71,284.84980974174147,0.32212424404120155
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,53.36,169.3380192873463,0.14339898277823523
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,54.32,158.55787381496987,0.15773809915859602
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,54.74,157.89418927753937,0.0932522034970225
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,55.97,653.7478960444494,0.3465902083336914
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,56.95,150.97381791434887,0.12290339525743094
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,57.19,151.20326250408408,0.12469855293152705
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,57.71,148.5188215102953,0.18474265273018772
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,59.04,142.46643641712768,0.19396580535355498
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,60.13,140.9644923177488,0.24357466335238315
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,60.74,136.58969859430985,0.12210541818063121
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,61.69,326.08151225890333,0.2677889031268933
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,62.51,144.60185027786645,0.13001559633416038
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,63.23,153.87458875449266,0.17090513539278618
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,64.22,167.0301520104585,0.14572950260517245
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,64.57,177.77626577312586,0.14243717387840663
BTO_Mapping_Theta2Theta_09-17-2025_001_02_0-000_-45-000.xy,69.15,79029.75432624925,0.4230346613607344
